game_1|Louisville
game_2|Colorado State
game_3|Saint Louis
game_4|Oklahoma State
game_5|Valparaiso
game_6|Memphis
game_7|Creighton
game_8|Albany
game_9|Southern
game_10|Pittsburgh
game_11|Kansas State
game_12|Ole Miss
game_13|New Mexico
game_14|Arizona
game_15|Iowa State
game_16|Ohio State
game_17|Kansas
game_18|Villanova
game_19|Michigan
game_20|VCU
game_21|Florida
game_22|Minnesota
game_23|San Diego State
game_24|Florida GC
game_25|LIU/James Madison
game_26|NC State
game_27|Syracuse
game_28|California
game_29|Davidson
game_30|Butler
game_31|Colorado
game_32|Pacific
game_33|Colorado State
game_34|Oklahoma State
game_35|Valparaiso
game_36|Creighton
game_37|Pittsburgh
game_38|Kansas State
game_39|Arizona
game_40|Iowa State
game_41|Kansas
game_42|Michigan
game_43|Minnesota
game_44|San Diego State
game_45|NC State
game_46|Syracuse
game_47|Davidson
game_48|Pacific
game_49|Colorado State
game_50|Valparaiso
game_51|Pittsburgh
game_52|Iowa State
game_53|Kansas
game_54|Minnesota
game_55|Syracuse
game_56|Pacific
game_57|Valparaiso
game_58|Pittsburgh
game_59|Minnesota
game_60|Pacific
game_61|Valparaiso
game_62|Pacific
game_63|Valparaiso
name|Isis the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
