game_1|Louisville
game_2|Colorado State
game_3|Saint Louis
game_4|Oregon
game_5|Michigan State
game_6|Memphis
game_7|Creighton
game_8|Duke
game_9|Gonzaga
game_10|Pittsburgh
game_11|Kansas State
game_12|Wisconsin
game_13|New Mexico
game_14|Belmont
game_15|Notre Dame
game_16|Ohio State
game_17|Western Kentucky
game_18|Villanova
game_19|South Dakota State
game_20|VCU
game_21|Florida
game_22|Minnesota
game_23|Oklahoma
game_24|Georgetown
game_25|Indiana
game_26|Temple
game_27|Montana
game_28|California
game_29|Davidson
game_30|Bucknell
game_31|Colorado
game_32|Pacific
game_33|Colorado State
game_34|Saint Louis
game_35|Memphis
game_36|Duke
game_37|Gonzaga
game_38|Kansas State
game_39|New Mexico
game_40|Notre Dame
game_41|Villanova
game_42|VCU
game_43|Minnesota
game_44|Georgetown
game_45|Indiana
game_46|California
game_47|Bucknell
game_48|Pacific
game_49|Colorado State
game_50|Memphis
game_51|Kansas State
game_52|New Mexico
game_53|VCU
game_54|Georgetown
game_55|California
game_56|Bucknell
game_57|Memphis
game_58|New Mexico
game_59|VCU
game_60|Bucknell
game_61|New Mexico
game_62|VCU
game_63|New Mexico
name|Javon the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
