game_1|NC A&T/Liberty
game_2|Missouri
game_3|Saint Louis
game_4|Oregon
game_5|Michigan State
game_6|Memphis
game_7|Creighton
game_8|Duke
game_9|Southern
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|New Mexico
game_14|Belmont
game_15|Notre Dame
game_16|Ohio State
game_17|Kansas
game_18|Villanova
game_19|Michigan
game_20|VCU
game_21|Northwestern State
game_22|UCLA
game_23|San Diego State
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Montana
game_28|UNLV
game_29|Marquette
game_30|Butler
game_31|Colorado
game_32|Miami
game_33|Missouri
game_34|Saint Louis
game_35|Memphis
game_36|Duke
game_37|Wichita State
game_38|Boise State/La Salle
game_39|Belmont
game_40|Ohio State
game_41|Villanova
game_42|VCU
game_43|Northwestern State
game_44|San Diego State
game_45|Temple
game_46|Montana
game_47|Butler
game_48|Colorado
game_49|Saint Louis
game_50|Duke
game_51|Boise State/La Salle
game_52|Belmont
game_53|Villanova
game_54|Northwestern State
game_55|Montana
game_56|Colorado
game_57|Saint Louis
game_58|Belmont
game_59|Villanova
game_60|Montana
game_61|Saint Louis
game_62|Villanova
game_63|Saint Louis
name|Gaige the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
