game_1|Louisville
game_2|Colorado State
game_3|New Mexico State
game_4|Oregon
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Albany
game_9|Southern
game_10|Wichita State
game_11|Kansas State
game_12|Ole Miss
game_13|New Mexico
game_14|Arizona
game_15|Notre Dame
game_16|Iona
game_17|Kansas
game_18|North Carolina
game_19|Michigan
game_20|Akron
game_21|Northwestern State
game_22|Minnesota
game_23|Oklahoma
game_24|Georgetown
game_25|LIU/James Madison
game_26|NC State
game_27|Montana
game_28|California
game_29|Marquette
game_30|Bucknell
game_31|Illinois
game_32|Pacific
game_33|Colorado State
game_34|Oregon
game_35|Middle Tenn/St Marys
game_36|Creighton
game_37|Wichita State
game_38|Kansas State
game_39|New Mexico
game_40|Iona
game_41|Kansas
game_42|Akron
game_43|Minnesota
game_44|Georgetown
game_45|NC State
game_46|California
game_47|Bucknell
game_48|Illinois
game_49|Oregon
game_50|Creighton
game_51|Kansas State
game_52|Iona
game_53|Akron
game_54|Georgetown
game_55|NC State
game_56|Bucknell
game_57|Creighton
game_58|Kansas State
game_59|Akron
game_60|NC State
game_61|Kansas State
game_62|NC State
game_63|NC State
name|Marlon the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
