game_1|NC A&T/Liberty
game_2|Colorado State
game_3|New Mexico State
game_4|Oregon
game_5|Michigan State
game_6|Memphis
game_7|Cincinnati
game_8|Albany
game_9|Gonzaga
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|Harvard
game_14|Arizona
game_15|Notre Dame
game_16|Ohio State
game_17|Western Kentucky
game_18|Villanova
game_19|South Dakota State
game_20|Akron
game_21|Florida
game_22|UCLA
game_23|Oklahoma
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Montana
game_28|UNLV
game_29|Marquette
game_30|Bucknell
game_31|Illinois
game_32|Pacific
game_33|Colorado State
game_34|Oregon
game_35|Michigan State
game_36|Albany
game_37|Gonzaga
game_38|Boise State/La Salle
game_39|Arizona
game_40|Ohio State
game_41|Villanova
game_42|Akron
game_43|Florida
game_44|Oklahoma
game_45|LIU/James Madison
game_46|Montana
game_47|Bucknell
game_48|Illinois
game_49|Colorado State
game_50|Michigan State
game_51|Boise State/La Salle
game_52|Arizona
game_53|Akron
game_54|Oklahoma
game_55|LIU/James Madison
game_56|Bucknell
game_57|Colorado State
game_58|Boise State/La Salle
game_59|Akron
game_60|Bucknell
game_61|Boise State/La Salle
game_62|Akron
game_63|Boise State/La Salle
name|Jordan the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
