game_1|NC A&T/Liberty
game_2|Missouri
game_3|Saint Louis
game_4|Oregon
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Albany
game_9|Gonzaga
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|New Mexico
game_14|Belmont
game_15|Notre Dame
game_16|Iona
game_17|Western Kentucky
game_18|Villanova
game_19|Michigan
game_20|Akron
game_21|Florida
game_22|Minnesota
game_23|San Diego State
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Montana
game_28|California
game_29|Marquette
game_30|Butler
game_31|Colorado
game_32|Miami
game_33|Missouri
game_34|Saint Louis
game_35|Michigan State
game_36|Albany
game_37|Wichita State
game_38|Ole Miss
game_39|Belmont
game_40|Notre Dame
game_41|Villanova
game_42|Michigan
game_43|Minnesota
game_44|San Diego State
game_45|LIU/James Madison
game_46|California
game_47|Marquette
game_48|Miami
game_49|Missouri
game_50|Michigan State
game_51|Ole Miss
game_52|Belmont
game_53|Villanova
game_54|San Diego State
game_55|LIU/James Madison
game_56|Marquette
game_57|Michigan State
game_58|Belmont
game_59|Villanova
game_60|LIU/James Madison
game_61|Belmont
game_62|LIU/James Madison
game_63|LIU/James Madison
name|Kelly the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
