game_1|NC A&T/Liberty
game_2|Missouri
game_3|Saint Louis
game_4|Oklahoma State
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Albany
game_9|Southern
game_10|Pittsburgh
game_11|Kansas State
game_12|Ole Miss
game_13|New Mexico
game_14|Arizona
game_15|Notre Dame
game_16|Ohio State
game_17|Kansas
game_18|Villanova
game_19|Michigan
game_20|VCU
game_21|Florida
game_22|UCLA
game_23|Oklahoma
game_24|Georgetown
game_25|LIU/James Madison
game_26|Temple
game_27|Syracuse
game_28|UNLV
game_29|Marquette
game_30|Butler
game_31|Illinois
game_32|Miami
game_33|Missouri
game_34|Oklahoma State
game_35|Middle Tenn/St Marys
game_36|Albany
game_37|Pittsburgh
game_38|Kansas State
game_39|New Mexico
game_40|Ohio State
game_41|Villanova
game_42|Michigan
game_43|UCLA
game_44|Georgetown
game_45|Temple
game_46|Syracuse
game_47|Marquette
game_48|Illinois
game_49|Missouri
game_50|Middle Tenn/St Marys
game_51|Kansas State
game_52|Ohio State
game_53|Michigan
game_54|UCLA
game_55|Syracuse
game_56|Marquette
game_57|Missouri
game_58|Ohio State
game_59|Michigan
game_60|Syracuse
game_61|Missouri
game_62|Syracuse
game_63|Missouri
name|Breanna the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
