game_1|LIU Brooklyn
game_2|Memphis
game_3|Davidson
game_4|New Mexico
game_5|BYU/Iona
game_6|Murray State
game_7|Virginia
game_8|Norfolk State
game_9|Kentucky
game_10|Iowa State
game_11|New Mexico State
game_12|VCU
game_13|South Dakota State
game_14|UNLV
game_15|Notre Dame
game_16|Duke
game_17|North Carolina
game_18|Alabama
game_19|Ohio
game_20|Temple
game_21|Georgetown
game_22|NC State
game_23|Saint Marys
game_24|Detroit
game_25|Syracuse
game_26|Kansas State
game_27|Montana
game_28|Harvard
game_29|St Bonaventure
game_30|Cincinnati
game_31|West Virginia
game_32|Loyola Maryland
game_33|LIU Brooklyn
game_34|New Mexico
game_35|Murray State
game_36|Virginia
game_37|Iowa State
game_38|VCU
game_39|South Dakota State
game_40|Notre Dame
game_41|North Carolina
game_42|Temple
game_43|NC State
game_44|Detroit
game_45|Syracuse
game_46|Montana
game_47|St Bonaventure
game_48|Loyola Maryland
game_49|New Mexico
game_50|Murray State
game_51|VCU
game_52|South Dakota State
game_53|North Carolina
game_54|NC State
game_55|Syracuse
game_56|St Bonaventure
game_57|New Mexico
game_58|South Dakota State
game_59|NC State
game_60|Syracuse
game_61|New Mexico
game_62|NC State
game_63|New Mexico
name|Jose the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
