game_1|Louisville
game_2|Missouri
game_3|New Mexico State
game_4|Oregon
game_5|Michigan State
game_6|Memphis
game_7|Cincinnati
game_8|Duke
game_9|Gonzaga
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|New Mexico
game_14|Arizona
game_15|Iowa State
game_16|Iona
game_17|Kansas
game_18|Villanova
game_19|South Dakota State
game_20|Akron
game_21|Florida
game_22|Minnesota
game_23|San Diego State
game_24|Florida GC
game_25|Indiana
game_26|NC State
game_27|Montana
game_28|California
game_29|Marquette
game_30|Bucknell
game_31|Colorado
game_32|Pacific
game_33|Missouri
game_34|New Mexico State
game_35|Memphis
game_36|Duke
game_37|Pittsburgh
game_38|Wisconsin
game_39|New Mexico
game_40|Iona
game_41|Villanova
game_42|South Dakota State
game_43|Minnesota
game_44|San Diego State
game_45|Indiana
game_46|California
game_47|Marquette
game_48|Pacific
game_49|New Mexico State
game_50|Duke
game_51|Wisconsin
game_52|New Mexico
game_53|South Dakota State
game_54|Minnesota
game_55|California
game_56|Marquette
game_57|New Mexico State
game_58|Wisconsin
game_59|Minnesota
game_60|Marquette
game_61|Wisconsin
game_62|Marquette
game_63|Marquette
name|Madelynn the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
