game_1|NC A&T/Liberty
game_2|Colorado State
game_3|Saint Louis
game_4|Oregon
game_5|Michigan State
game_6|Memphis
game_7|Cincinnati
game_8|Albany
game_9|Gonzaga
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|New Mexico
game_14|Belmont
game_15|Notre Dame
game_16|Ohio State
game_17|Western Kentucky
game_18|Villanova
game_19|South Dakota State
game_20|Akron
game_21|Northwestern State
game_22|UCLA
game_23|San Diego State
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Montana
game_28|UNLV
game_29|Davidson
game_30|Bucknell
game_31|Illinois
game_32|Pacific
game_33|NC A&T/Liberty
game_34|Saint Louis
game_35|Memphis
game_36|Cincinnati
game_37|Wichita State
game_38|Wisconsin
game_39|New Mexico
game_40|Ohio State
game_41|Villanova
game_42|Akron
game_43|Northwestern State
game_44|Florida GC
game_45|LIU/James Madison
game_46|Montana
game_47|Bucknell
game_48|Illinois
game_49|Saint Louis
game_50|Memphis
game_51|Wichita State
game_52|New Mexico
game_53|Akron
game_54|Northwestern State
game_55|Montana
game_56|Illinois
game_57|Saint Louis
game_58|Wichita State
game_59|Northwestern State
game_60|Illinois
game_61|Saint Louis
game_62|Illinois
game_63|Saint Louis
name|Reyna the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
