game_1|NC A&T/Liberty
game_2|Missouri
game_3|New Mexico State
game_4|Oregon
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Duke
game_9|Southern
game_10|Wichita State
game_11|Kansas State
game_12|Wisconsin
game_13|New Mexico
game_14|Belmont
game_15|Notre Dame
game_16|Iona
game_17|Western Kentucky
game_18|North Carolina
game_19|South Dakota State
game_20|VCU
game_21|Northwestern State
game_22|UCLA
game_23|San Diego State
game_24|Georgetown
game_25|Indiana
game_26|NC State
game_27|Montana
game_28|UNLV
game_29|Davidson
game_30|Butler
game_31|Colorado
game_32|Pacific
game_33|NC A&T/Liberty
game_34|Oregon
game_35|Middle Tenn/St Marys
game_36|Cincinnati
game_37|Wichita State
game_38|Wisconsin
game_39|Belmont
game_40|Iona
game_41|North Carolina
game_42|VCU
game_43|UCLA
game_44|Georgetown
game_45|Indiana
game_46|Montana
game_47|Butler
game_48|Colorado
game_49|Oregon
game_50|Cincinnati
game_51|Wichita State
game_52|Iona
game_53|VCU
game_54|UCLA
game_55|Indiana
game_56|Butler
game_57|Oregon
game_58|Wichita State
game_59|UCLA
game_60|Indiana
game_61|Oregon
game_62|UCLA
game_63|Oregon
name|Frank the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
