game_1|Louisville
game_2|Colorado State
game_3|Saint Louis
game_4|Oklahoma State
game_5|Michigan State
game_6|Memphis
game_7|Creighton
game_8|Duke
game_9|Gonzaga
game_10|Pittsburgh
game_11|Kansas State
game_12|Wisconsin
game_13|Harvard
game_14|Belmont
game_15|Iowa State
game_16|Ohio State
game_17|Kansas
game_18|Villanova
game_19|South Dakota State
game_20|VCU
game_21|Northwestern State
game_22|UCLA
game_23|Oklahoma
game_24|Florida GC
game_25|Indiana
game_26|NC State
game_27|Syracuse
game_28|UNLV
game_29|Marquette
game_30|Butler
game_31|Illinois
game_32|Miami
game_33|Louisville
game_34|Oklahoma State
game_35|Memphis
game_36|Creighton
game_37|Gonzaga
game_38|Kansas State
game_39|Belmont
game_40|Iowa State
game_41|Villanova
game_42|South Dakota State
game_43|Northwestern State
game_44|Florida GC
game_45|NC State
game_46|Syracuse
game_47|Marquette
game_48|Illinois
game_49|Oklahoma State
game_50|Memphis
game_51|Kansas State
game_52|Iowa State
game_53|South Dakota State
game_54|Florida GC
game_55|Syracuse
game_56|Illinois
game_57|Memphis
game_58|Kansas State
game_59|South Dakota State
game_60|Syracuse
game_61|Memphis
game_62|South Dakota State
game_63|South Dakota State
name|Daisy the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
