game_1|NC A&T/Liberty
game_2|Colorado State
game_3|Saint Louis
game_4|Oregon
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Albany
game_9|Southern
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|New Mexico
game_14|Belmont
game_15|Notre Dame
game_16|Ohio State
game_17|Kansas
game_18|North Carolina
game_19|South Dakota State
game_20|VCU
game_21|Florida
game_22|UCLA
game_23|San Diego State
game_24|Georgetown
game_25|LIU/James Madison
game_26|NC State
game_27|Syracuse
game_28|UNLV
game_29|Davidson
game_30|Butler
game_31|Colorado
game_32|Miami
game_33|Colorado State
game_34|Oregon
game_35|Michigan State
game_36|Albany
game_37|Pittsburgh
game_38|Ole Miss
game_39|Belmont
game_40|Notre Dame
game_41|Kansas
game_42|South Dakota State
game_43|Florida
game_44|San Diego State
game_45|LIU/James Madison
game_46|UNLV
game_47|Davidson
game_48|Miami
game_49|Oregon
game_50|Michigan State
game_51|Ole Miss
game_52|Notre Dame
game_53|South Dakota State
game_54|San Diego State
game_55|LIU/James Madison
game_56|Miami
game_57|Michigan State
game_58|Ole Miss
game_59|San Diego State
game_60|Miami
game_61|Michigan State
game_62|Miami
game_63|Miami
name|Will the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
