game_1|Louisville
game_2|Missouri
game_3|Saint Louis
game_4|Oregon
game_5|Valparaiso
game_6|Memphis
game_7|Cincinnati
game_8|Duke
game_9|Gonzaga
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|New Mexico
game_14|Arizona
game_15|Notre Dame
game_16|Ohio State
game_17|Western Kentucky
game_18|Villanova
game_19|Michigan
game_20|Akron
game_21|Florida
game_22|UCLA
game_23|San Diego State
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Montana
game_28|California
game_29|Marquette
game_30|Butler
game_31|Colorado
game_32|Pacific
game_33|Missouri
game_34|Oregon
game_35|Valparaiso
game_36|Cincinnati
game_37|Pittsburgh
game_38|Ole Miss
game_39|Arizona
game_40|Notre Dame
game_41|Western Kentucky
game_42|Akron
game_43|Florida
game_44|Florida GC
game_45|LIU/James Madison
game_46|Montana
game_47|Butler
game_48|Colorado
game_49|Oregon
game_50|Cincinnati
game_51|Ole Miss
game_52|Arizona
game_53|Western Kentucky
game_54|Florida GC
game_55|LIU/James Madison
game_56|Colorado
game_57|Oregon
game_58|Ole Miss
game_59|Florida GC
game_60|LIU/James Madison
game_61|Ole Miss
game_62|LIU/James Madison
game_63|LIU/James Madison
name|Jenna the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
