game_1|NC A&T/Liberty
game_2|Missouri
game_3|New Mexico State
game_4|Oklahoma State
game_5|Michigan State
game_6|Memphis
game_7|Cincinnati
game_8|Duke
game_9|Gonzaga
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|Harvard
game_14|Arizona
game_15|Notre Dame
game_16|Iona
game_17|Kansas
game_18|North Carolina
game_19|South Dakota State
game_20|VCU
game_21|Northwestern State
game_22|UCLA
game_23|San Diego State
game_24|Georgetown
game_25|Indiana
game_26|NC State
game_27|Montana
game_28|UNLV
game_29|Marquette
game_30|Butler
game_31|Colorado
game_32|Miami
game_33|Missouri
game_34|New Mexico State
game_35|Michigan State
game_36|Duke
game_37|Wichita State
game_38|Boise State/La Salle
game_39|Arizona
game_40|Notre Dame
game_41|North Carolina
game_42|VCU
game_43|UCLA
game_44|San Diego State
game_45|Indiana
game_46|UNLV
game_47|Marquette
game_48|Colorado
game_49|Missouri
game_50|Michigan State
game_51|Wichita State
game_52|Arizona
game_53|North Carolina
game_54|UCLA
game_55|Indiana
game_56|Colorado
game_57|Missouri
game_58|Wichita State
game_59|North Carolina
game_60|Indiana
game_61|Missouri
game_62|North Carolina
game_63|Missouri
name|Valeria the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
