game_1|NC A&T/Liberty
game_2|Missouri
game_3|New Mexico State
game_4|Oregon
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Albany
game_9|Gonzaga
game_10|Wichita State
game_11|Kansas State
game_12|Ole Miss
game_13|Harvard
game_14|Arizona
game_15|Notre Dame
game_16|Ohio State
game_17|Kansas
game_18|Villanova
game_19|South Dakota State
game_20|Akron
game_21|Florida
game_22|Minnesota
game_23|Oklahoma
game_24|Florida GC
game_25|Indiana
game_26|NC State
game_27|Montana
game_28|California
game_29|Marquette
game_30|Butler
game_31|Illinois
game_32|Miami
game_33|Missouri
game_34|Oregon
game_35|Middle Tenn/St Marys
game_36|Albany
game_37|Wichita State
game_38|Kansas State
game_39|Arizona
game_40|Ohio State
game_41|Villanova
game_42|Akron
game_43|Florida
game_44|Oklahoma
game_45|NC State
game_46|Montana
game_47|Marquette
game_48|Miami
game_49|Missouri
game_50|Middle Tenn/St Marys
game_51|Kansas State
game_52|Ohio State
game_53|Villanova
game_54|Oklahoma
game_55|Montana
game_56|Marquette
game_57|Missouri
game_58|Kansas State
game_59|Villanova
game_60|Montana
game_61|Missouri
game_62|Villanova
game_63|Missouri
name|Hamza the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
