game_1|Louisville
game_2|Colorado State
game_3|New Mexico State
game_4|Oklahoma State
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Albany
game_9|Southern
game_10|Wichita State
game_11|Kansas State
game_12|Ole Miss
game_13|New Mexico
game_14|Belmont
game_15|Iowa State
game_16|Ohio State
game_17|Kansas
game_18|Villanova
game_19|Michigan
game_20|VCU
game_21|Florida
game_22|UCLA
game_23|San Diego State
game_24|Georgetown
game_25|Indiana
game_26|NC State
game_27|Montana
game_28|California
game_29|Davidson
game_30|Bucknell
game_31|Colorado
game_32|Pacific
game_33|Colorado State
game_34|Oklahoma State
game_35|Middle Tenn/St Marys
game_36|Creighton
game_37|Wichita State
game_38|Ole Miss
game_39|New Mexico
game_40|Iowa State
game_41|Villanova
game_42|Michigan
game_43|Florida
game_44|San Diego State
game_45|Indiana
game_46|California
game_47|Davidson
game_48|Colorado
game_49|Colorado State
game_50|Middle Tenn/St Marys
game_51|Ole Miss
game_52|Iowa State
game_53|Villanova
game_54|San Diego State
game_55|Indiana
game_56|Colorado
game_57|Colorado State
game_58|Iowa State
game_59|San Diego State
game_60|Colorado
game_61|Colorado State
game_62|Colorado
game_63|Colorado
name|Linda the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
