game_1|NC A&T/Liberty
game_2|Missouri
game_3|New Mexico State
game_4|Oklahoma State
game_5|Valparaiso
game_6|Memphis
game_7|Cincinnati
game_8|Albany
game_9|Southern
game_10|Pittsburgh
game_11|Kansas State
game_12|Wisconsin
game_13|Harvard
game_14|Arizona
game_15|Iowa State
game_16|Iona
game_17|Western Kentucky
game_18|North Carolina
game_19|South Dakota State
game_20|Akron
game_21|Florida
game_22|Minnesota
game_23|Oklahoma
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Syracuse
game_28|UNLV
game_29|Davidson
game_30|Bucknell
game_31|Illinois
game_32|Pacific
game_33|Missouri
game_34|New Mexico State
game_35|Valparaiso
game_36|Cincinnati
game_37|Southern
game_38|Kansas State
game_39|Harvard
game_40|Iowa State
game_41|North Carolina
game_42|South Dakota State
game_43|Minnesota
game_44|Florida GC
game_45|Temple
game_46|UNLV
game_47|Bucknell
game_48|Illinois
game_49|Missouri
game_50|Cincinnati
game_51|Southern
game_52|Harvard
game_53|North Carolina
game_54|Florida GC
game_55|Temple
game_56|Illinois
game_57|Cincinnati
game_58|Harvard
game_59|North Carolina
game_60|Illinois
game_61|Harvard
game_62|Illinois
game_63|Harvard
name|Savanah the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
