game_1|Louisville
game_2|Colorado State
game_3|Saint Louis
game_4|Oklahoma State
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Albany
game_9|Gonzaga
game_10|Wichita State
game_11|Kansas State
game_12|Ole Miss
game_13|New Mexico
game_14|Arizona
game_15|Notre Dame
game_16|Iona
game_17|Kansas
game_18|Villanova
game_19|Michigan
game_20|VCU
game_21|Northwestern State
game_22|Minnesota
game_23|San Diego State
game_24|Florida GC
game_25|LIU/James Madison
game_26|NC State
game_27|Syracuse
game_28|UNLV
game_29|Marquette
game_30|Butler
game_31|Illinois
game_32|Pacific
game_33|Louisville
game_34|Saint Louis
game_35|Middle Tenn/St Marys
game_36|Albany
game_37|Wichita State
game_38|Ole Miss
game_39|Arizona
game_40|Notre Dame
game_41|Kansas
game_42|Michigan
game_43|Minnesota
game_44|San Diego State
game_45|NC State
game_46|UNLV
game_47|Butler
game_48|Illinois
game_49|Louisville
game_50|Albany
game_51|Ole Miss
game_52|Notre Dame
game_53|Michigan
game_54|San Diego State
game_55|NC State
game_56|Illinois
game_57|Louisville
game_58|Ole Miss
game_59|San Diego State
game_60|NC State
game_61|Ole Miss
game_62|San Diego State
game_63|San Diego State
name|Teagan the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
