game_1|Louisville
game_2|Missouri
game_3|Saint Louis
game_4|Oklahoma State
game_5|Michigan State
game_6|Memphis
game_7|Creighton
game_8|Duke
game_9|Gonzaga
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|Harvard
game_14|Belmont
game_15|Notre Dame
game_16|Iona
game_17|Kansas
game_18|Villanova
game_19|South Dakota State
game_20|VCU
game_21|Northwestern State
game_22|UCLA
game_23|Oklahoma
game_24|Florida GC
game_25|Indiana
game_26|Temple
game_27|Montana
game_28|California
game_29|Marquette
game_30|Butler
game_31|Colorado
game_32|Pacific
game_33|Missouri
game_34|Oklahoma State
game_35|Memphis
game_36|Creighton
game_37|Pittsburgh
game_38|Ole Miss
game_39|Belmont
game_40|Notre Dame
game_41|Kansas
game_42|VCU
game_43|UCLA
game_44|Florida GC
game_45|Indiana
game_46|California
game_47|Butler
game_48|Pacific
game_49|Missouri
game_50|Memphis
game_51|Ole Miss
game_52|Belmont
game_53|Kansas
game_54|Florida GC
game_55|Indiana
game_56|Butler
game_57|Missouri
game_58|Ole Miss
game_59|Florida GC
game_60|Butler
game_61|Missouri
game_62|Butler
game_63|Missouri
name|Stacy the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
