game_1|Louisville
game_2|Colorado State
game_3|New Mexico State
game_4|Oklahoma State
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Duke
game_9|Gonzaga
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|New Mexico
game_14|Arizona
game_15|Notre Dame
game_16|Ohio State
game_17|Kansas
game_18|North Carolina
game_19|Michigan
game_20|Akron
game_21|Northwestern State
game_22|UCLA
game_23|Oklahoma
game_24|Georgetown
game_25|Indiana
game_26|NC State
game_27|Montana
game_28|UNLV
game_29|Marquette
game_30|Bucknell
game_31|Colorado
game_32|Miami
game_33|Colorado State
game_34|Oklahoma State
game_35|Michigan State
game_36|Creighton
game_37|Gonzaga
game_38|Ole Miss
game_39|New Mexico
game_40|Notre Dame
game_41|North Carolina
game_42|Akron
game_43|UCLA
game_44|Oklahoma
game_45|NC State
game_46|Montana
game_47|Bucknell
game_48|Miami
game_49|Oklahoma State
game_50|Creighton
game_51|Ole Miss
game_52|New Mexico
game_53|Akron
game_54|UCLA
game_55|NC State
game_56|Bucknell
game_57|Oklahoma State
game_58|New Mexico
game_59|Akron
game_60|NC State
game_61|New Mexico
game_62|Akron
game_63|New Mexico
name|Scott the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
