game_1|NC A&T/Liberty
game_2|Colorado State
game_3|New Mexico State
game_4|Oregon
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Duke
game_9|Southern
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|Harvard
game_14|Belmont
game_15|Iowa State
game_16|Ohio State
game_17|Kansas
game_18|North Carolina
game_19|South Dakota State
game_20|Akron
game_21|Florida
game_22|Minnesota
game_23|Oklahoma
game_24|Florida GC
game_25|LIU/James Madison
game_26|NC State
game_27|Montana
game_28|California
game_29|Marquette
game_30|Butler
game_31|Colorado
game_32|Pacific
game_33|Colorado State
game_34|Oregon
game_35|Valparaiso
game_36|Duke
game_37|Southern
game_38|Wisconsin
game_39|Belmont
game_40|Ohio State
game_41|North Carolina
game_42|South Dakota State
game_43|Minnesota
game_44|Oklahoma
game_45|NC State
game_46|California
game_47|Marquette
game_48|Pacific
game_49|Oregon
game_50|Duke
game_51|Southern
game_52|Ohio State
game_53|South Dakota State
game_54|Oklahoma
game_55|California
game_56|Marquette
game_57|Duke
game_58|Ohio State
game_59|Oklahoma
game_60|Marquette
game_61|Duke
game_62|Oklahoma
game_63|Oklahoma
name|Cruz the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
