game_1|Louisville
game_2|Colorado State
game_3|Saint Louis
game_4|Oregon
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Duke
game_9|Southern
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|New Mexico
game_14|Arizona
game_15|Iowa State
game_16|Iona
game_17|Western Kentucky
game_18|North Carolina
game_19|Michigan
game_20|Akron
game_21|Northwestern State
game_22|Minnesota
game_23|Oklahoma
game_24|Georgetown
game_25|Indiana
game_26|Temple
game_27|Montana
game_28|California
game_29|Davidson
game_30|Butler
game_31|Colorado
game_32|Miami
game_33|Colorado State
game_34|Saint Louis
game_35|Middle Tenn/St Marys
game_36|Cincinnati
game_37|Southern
game_38|Ole Miss
game_39|Arizona
game_40|Iona
game_41|Western Kentucky
game_42|Akron
game_43|Northwestern State
game_44|Georgetown
game_45|Indiana
game_46|California
game_47|Butler
game_48|Miami
game_49|Colorado State
game_50|Middle Tenn/St Marys
game_51|Southern
game_52|Arizona
game_53|Akron
game_54|Northwestern State
game_55|Indiana
game_56|Butler
game_57|Colorado State
game_58|Southern
game_59|Akron
game_60|Butler
game_61|Southern
game_62|Butler
game_63|Butler
name|Keagan the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
