game_1|NC A&T/Liberty
game_2|Missouri
game_3|Saint Louis
game_4|Oregon
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Duke
game_9|Southern
game_10|Wichita State
game_11|Kansas State
game_12|Ole Miss
game_13|New Mexico
game_14|Arizona
game_15|Notre Dame
game_16|Iona
game_17|Kansas
game_18|North Carolina
game_19|Michigan
game_20|VCU
game_21|Florida
game_22|Minnesota
game_23|Oklahoma
game_24|Georgetown
game_25|LIU/James Madison
game_26|NC State
game_27|Montana
game_28|California
game_29|Davidson
game_30|Bucknell
game_31|Colorado
game_32|Miami
game_33|NC A&T/Liberty
game_34|Saint Louis
game_35|Middle Tenn/St Marys
game_36|Duke
game_37|Southern
game_38|Ole Miss
game_39|New Mexico
game_40|Iona
game_41|North Carolina
game_42|VCU
game_43|Minnesota
game_44|Oklahoma
game_45|NC State
game_46|Montana
game_47|Davidson
game_48|Miami
game_49|NC A&T/Liberty
game_50|Middle Tenn/St Marys
game_51|Ole Miss
game_52|Iona
game_53|VCU
game_54|Oklahoma
game_55|NC State
game_56|Davidson
game_57|Middle Tenn/St Marys
game_58|Iona
game_59|VCU
game_60|Davidson
game_61|Iona
game_62|VCU
game_63|VCU
name|Emanuel the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
