game_1|Louisville
game_2|Colorado State
game_3|New Mexico State
game_4|Oregon
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Duke
game_9|Gonzaga
game_10|Wichita State
game_11|Kansas State
game_12|Ole Miss
game_13|Harvard
game_14|Belmont
game_15|Notre Dame
game_16|Ohio State
game_17|Western Kentucky
game_18|Villanova
game_19|Michigan
game_20|Akron
game_21|Northwestern State
game_22|UCLA
game_23|Oklahoma
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Montana
game_28|UNLV
game_29|Marquette
game_30|Bucknell
game_31|Illinois
game_32|Miami
game_33|Colorado State
game_34|Oregon
game_35|Middle Tenn/St Marys
game_36|Creighton
game_37|Wichita State
game_38|Ole Miss
game_39|Harvard
game_40|Notre Dame
game_41|Western Kentucky
game_42|Michigan
game_43|Northwestern State
game_44|Florida GC
game_45|LIU/James Madison
game_46|UNLV
game_47|Bucknell
game_48|Illinois
game_49|Colorado State
game_50|Middle Tenn/St Marys
game_51|Wichita State
game_52|Harvard
game_53|Michigan
game_54|Northwestern State
game_55|LIU/James Madison
game_56|Bucknell
game_57|Middle Tenn/St Marys
game_58|Wichita State
game_59|Michigan
game_60|LIU/James Madison
game_61|Middle Tenn/St Marys
game_62|Michigan
game_63|Michigan
name|Diego the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
