game_1|Louisville
game_2|Colorado State
game_3|New Mexico State
game_4|Oregon
game_5|Michigan State
game_6|Memphis
game_7|Cincinnati
game_8|Albany
game_9|Gonzaga
game_10|Wichita State
game_11|Kansas State
game_12|Ole Miss
game_13|New Mexico
game_14|Belmont
game_15|Notre Dame
game_16|Ohio State
game_17|Western Kentucky
game_18|North Carolina
game_19|South Dakota State
game_20|Akron
game_21|Northwestern State
game_22|UCLA
game_23|San Diego State
game_24|Florida GC
game_25|Indiana
game_26|NC State
game_27|Montana
game_28|California
game_29|Davidson
game_30|Butler
game_31|Colorado
game_32|Pacific
game_33|Colorado State
game_34|Oregon
game_35|Memphis
game_36|Cincinnati
game_37|Gonzaga
game_38|Ole Miss
game_39|New Mexico
game_40|Ohio State
game_41|North Carolina
game_42|Akron
game_43|Northwestern State
game_44|San Diego State
game_45|NC State
game_46|California
game_47|Davidson
game_48|Pacific
game_49|Colorado State
game_50|Cincinnati
game_51|Gonzaga
game_52|New Mexico
game_53|North Carolina
game_54|Northwestern State
game_55|NC State
game_56|Davidson
game_57|Cincinnati
game_58|Gonzaga
game_59|North Carolina
game_60|Davidson
game_61|Cincinnati
game_62|Davidson
game_63|Cincinnati
name|Lee the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
