game_1|NC A&T/Liberty
game_2|Colorado State
game_3|New Mexico State
game_4|Oklahoma State
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Duke
game_9|Gonzaga
game_10|Wichita State
game_11|Kansas State
game_12|Wisconsin
game_13|New Mexico
game_14|Arizona
game_15|Iowa State
game_16|Ohio State
game_17|Kansas
game_18|Villanova
game_19|South Dakota State
game_20|VCU
game_21|Northwestern State
game_22|UCLA
game_23|Oklahoma
game_24|Georgetown
game_25|LIU/James Madison
game_26|NC State
game_27|Syracuse
game_28|California
game_29|Marquette
game_30|Butler
game_31|Illinois
game_32|Miami
game_33|Colorado State
game_34|New Mexico State
game_35|Michigan State
game_36|Creighton
game_37|Gonzaga
game_38|Kansas State
game_39|Arizona
game_40|Iowa State
game_41|Villanova
game_42|VCU
game_43|UCLA
game_44|Georgetown
game_45|LIU/James Madison
game_46|Syracuse
game_47|Marquette
game_48|Miami
game_49|New Mexico State
game_50|Michigan State
game_51|Gonzaga
game_52|Iowa State
game_53|VCU
game_54|UCLA
game_55|LIU/James Madison
game_56|Marquette
game_57|Michigan State
game_58|Iowa State
game_59|VCU
game_60|LIU/James Madison
game_61|Iowa State
game_62|LIU/James Madison
game_63|Iowa State
name|Abigale the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
