game_1|NC A&T/Liberty
game_2|Missouri
game_3|Saint Louis
game_4|Oklahoma State
game_5|Michigan State
game_6|Memphis
game_7|Cincinnati
game_8|Albany
game_9|Gonzaga
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|New Mexico
game_14|Arizona
game_15|Iowa State
game_16|Iona
game_17|Kansas
game_18|Villanova
game_19|Michigan
game_20|Akron
game_21|Florida
game_22|UCLA
game_23|Oklahoma
game_24|Georgetown
game_25|LIU/James Madison
game_26|NC State
game_27|Montana
game_28|California
game_29|Marquette
game_30|Bucknell
game_31|Illinois
game_32|Miami
game_33|Missouri
game_34|Oklahoma State
game_35|Michigan State
game_36|Albany
game_37|Wichita State
game_38|Ole Miss
game_39|New Mexico
game_40|Iowa State
game_41|Kansas
game_42|Akron
game_43|UCLA
game_44|Oklahoma
game_45|LIU/James Madison
game_46|Montana
game_47|Bucknell
game_48|Miami
game_49|Oklahoma State
game_50|Michigan State
game_51|Wichita State
game_52|New Mexico
game_53|Kansas
game_54|UCLA
game_55|Montana
game_56|Bucknell
game_57|Oklahoma State
game_58|Wichita State
game_59|Kansas
game_60|Montana
game_61|Wichita State
game_62|Montana
game_63|Wichita State
name|Cali the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
