game_1|Louisville
game_2|Missouri
game_3|New Mexico State
game_4|Oregon
game_5|Michigan State
game_6|Memphis
game_7|Cincinnati
game_8|Albany
game_9|Gonzaga
game_10|Wichita State
game_11|Kansas State
game_12|Wisconsin
game_13|Harvard
game_14|Belmont
game_15|Notre Dame
game_16|Iona
game_17|Western Kentucky
game_18|Villanova
game_19|Michigan
game_20|VCU
game_21|Northwestern State
game_22|Minnesota
game_23|San Diego State
game_24|Georgetown
game_25|LIU/James Madison
game_26|NC State
game_27|Montana
game_28|California
game_29|Marquette
game_30|Butler
game_31|Colorado
game_32|Pacific
game_33|Missouri
game_34|Oregon
game_35|Michigan State
game_36|Albany
game_37|Wichita State
game_38|Kansas State
game_39|Harvard
game_40|Notre Dame
game_41|Western Kentucky
game_42|Michigan
game_43|Minnesota
game_44|Georgetown
game_45|NC State
game_46|Montana
game_47|Butler
game_48|Pacific
game_49|Oregon
game_50|Michigan State
game_51|Kansas State
game_52|Notre Dame
game_53|Western Kentucky
game_54|Georgetown
game_55|Montana
game_56|Pacific
game_57|Michigan State
game_58|Notre Dame
game_59|Western Kentucky
game_60|Pacific
game_61|Notre Dame
game_62|Pacific
game_63|Pacific
name|India the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
