game_1|Louisville
game_2|Missouri
game_3|New Mexico State
game_4|Oklahoma State
game_5|Michigan State
game_6|Memphis
game_7|Creighton
game_8|Albany
game_9|Southern
game_10|Wichita State
game_11|Kansas State
game_12|Wisconsin
game_13|New Mexico
game_14|Arizona
game_15|Iowa State
game_16|Ohio State
game_17|Kansas
game_18|North Carolina
game_19|Michigan
game_20|VCU
game_21|Florida
game_22|UCLA
game_23|Oklahoma
game_24|Florida GC
game_25|Indiana
game_26|NC State
game_27|Montana
game_28|California
game_29|Marquette
game_30|Butler
game_31|Colorado
game_32|Pacific
game_33|Missouri
game_34|New Mexico State
game_35|Memphis
game_36|Creighton
game_37|Southern
game_38|Kansas State
game_39|New Mexico
game_40|Iowa State
game_41|Kansas
game_42|Michigan
game_43|UCLA
game_44|Oklahoma
game_45|NC State
game_46|Montana
game_47|Butler
game_48|Colorado
game_49|Missouri
game_50|Memphis
game_51|Kansas State
game_52|New Mexico
game_53|Kansas
game_54|Oklahoma
game_55|NC State
game_56|Colorado
game_57|Memphis
game_58|New Mexico
game_59|Oklahoma
game_60|Colorado
game_61|New Mexico
game_62|Oklahoma
game_63|New Mexico
name|Frankie the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
