game_1|Louisville
game_2|Missouri
game_3|Saint Louis
game_4|Oklahoma State
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Duke
game_9|Southern
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|New Mexico
game_14|Arizona
game_15|Iowa State
game_16|Ohio State
game_17|Kansas
game_18|North Carolina
game_19|South Dakota State
game_20|Akron
game_21|Florida
game_22|Minnesota
game_23|San Diego State
game_24|Georgetown
game_25|Indiana
game_26|Temple
game_27|Montana
game_28|UNLV
game_29|Davidson
game_30|Bucknell
game_31|Illinois
game_32|Miami
game_33|Missouri
game_34|Saint Louis
game_35|Valparaiso
game_36|Creighton
game_37|Southern
game_38|Boise State/La Salle
game_39|New Mexico
game_40|Ohio State
game_41|Kansas
game_42|South Dakota State
game_43|Florida
game_44|San Diego State
game_45|Temple
game_46|UNLV
game_47|Davidson
game_48|Illinois
game_49|Missouri
game_50|Valparaiso
game_51|Boise State/La Salle
game_52|Ohio State
game_53|South Dakota State
game_54|Florida
game_55|UNLV
game_56|Illinois
game_57|Missouri
game_58|Boise State/La Salle
game_59|Florida
game_60|UNLV
game_61|Missouri
game_62|Florida
game_63|Florida
name|Jack the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
