game_1|NC A&T/Liberty
game_2|Missouri
game_3|Saint Louis
game_4|Oklahoma State
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Albany
game_9|Gonzaga
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|Harvard
game_14|Arizona
game_15|Iowa State
game_16|Iona
game_17|Western Kentucky
game_18|North Carolina
game_19|South Dakota State
game_20|Akron
game_21|Florida
game_22|Minnesota
game_23|Oklahoma
game_24|Georgetown
game_25|Indiana
game_26|Temple
game_27|Montana
game_28|UNLV
game_29|Marquette
game_30|Bucknell
game_31|Colorado
game_32|Miami
game_33|Missouri
game_34|Saint Louis
game_35|Middle Tenn/St Marys
game_36|Albany
game_37|Gonzaga
game_38|Wisconsin
game_39|Arizona
game_40|Iowa State
game_41|North Carolina
game_42|South Dakota State
game_43|Florida
game_44|Oklahoma
game_45|Indiana
game_46|Montana
game_47|Bucknell
game_48|Miami
game_49|Saint Louis
game_50|Albany
game_51|Wisconsin
game_52|Iowa State
game_53|North Carolina
game_54|Florida
game_55|Montana
game_56|Bucknell
game_57|Albany
game_58|Iowa State
game_59|North Carolina
game_60|Montana
game_61|Iowa State
game_62|Montana
game_63|Montana
name|Jamal the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
