game_1|NC A&T/Liberty
game_2|Missouri
game_3|Saint Louis
game_4|Oregon
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Albany
game_9|Gonzaga
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|New Mexico
game_14|Arizona
game_15|Iowa State
game_16|Iona
game_17|Western Kentucky
game_18|North Carolina
game_19|Michigan
game_20|Akron
game_21|Northwestern State
game_22|Minnesota
game_23|Oklahoma
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Montana
game_28|UNLV
game_29|Davidson
game_30|Butler
game_31|Colorado
game_32|Miami
game_33|Missouri
game_34|Oregon
game_35|Middle Tenn/St Marys
game_36|Creighton
game_37|Gonzaga
game_38|Wisconsin
game_39|Arizona
game_40|Iowa State
game_41|Western Kentucky
game_42|Michigan
game_43|Minnesota
game_44|Florida GC
game_45|Temple
game_46|Montana
game_47|Butler
game_48|Miami
game_49|Oregon
game_50|Middle Tenn/St Marys
game_51|Wisconsin
game_52|Iowa State
game_53|Michigan
game_54|Minnesota
game_55|Montana
game_56|Miami
game_57|Oregon
game_58|Iowa State
game_59|Minnesota
game_60|Montana
game_61|Oregon
game_62|Minnesota
game_63|Minnesota
name|Anderson the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
