game_1|NC A&T/Liberty
game_2|Missouri
game_3|Saint Louis
game_4|Oklahoma State
game_5|Michigan State
game_6|Memphis
game_7|Creighton
game_8|Albany
game_9|Southern
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|New Mexico
game_14|Arizona
game_15|Notre Dame
game_16|Iona
game_17|Western Kentucky
game_18|North Carolina
game_19|Michigan
game_20|Akron
game_21|Florida
game_22|Minnesota
game_23|Oklahoma
game_24|Georgetown
game_25|Indiana
game_26|Temple
game_27|Syracuse
game_28|UNLV
game_29|Davidson
game_30|Butler
game_31|Illinois
game_32|Pacific
game_33|Missouri
game_34|Oklahoma State
game_35|Michigan State
game_36|Creighton
game_37|Pittsburgh
game_38|Wisconsin
game_39|New Mexico
game_40|Iona
game_41|North Carolina
game_42|Akron
game_43|Minnesota
game_44|Oklahoma
game_45|Indiana
game_46|Syracuse
game_47|Butler
game_48|Pacific
game_49|Oklahoma State
game_50|Michigan State
game_51|Pittsburgh
game_52|Iona
game_53|Akron
game_54|Oklahoma
game_55|Syracuse
game_56|Butler
game_57|Michigan State
game_58|Iona
game_59|Oklahoma
game_60|Syracuse
game_61|Michigan State
game_62|Oklahoma
game_63|Oklahoma
name|Macy the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
