game_1|NC A&T/Liberty
game_2|Colorado State
game_3|Saint Louis
game_4|Oklahoma State
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Albany
game_9|Southern
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|Harvard
game_14|Arizona
game_15|Iowa State
game_16|Ohio State
game_17|Kansas
game_18|Villanova
game_19|Michigan
game_20|Akron
game_21|Northwestern State
game_22|UCLA
game_23|San Diego State
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Syracuse
game_28|California
game_29|Marquette
game_30|Bucknell
game_31|Colorado
game_32|Miami
game_33|Colorado State
game_34|Saint Louis
game_35|Middle Tenn/St Marys
game_36|Albany
game_37|Wichita State
game_38|Ole Miss
game_39|Arizona
game_40|Iowa State
game_41|Villanova
game_42|Michigan
game_43|UCLA
game_44|Florida GC
game_45|LIU/James Madison
game_46|Syracuse
game_47|Marquette
game_48|Miami
game_49|Colorado State
game_50|Middle Tenn/St Marys
game_51|Wichita State
game_52|Iowa State
game_53|Villanova
game_54|Florida GC
game_55|LIU/James Madison
game_56|Marquette
game_57|Middle Tenn/St Marys
game_58|Wichita State
game_59|Villanova
game_60|LIU/James Madison
game_61|Middle Tenn/St Marys
game_62|LIU/James Madison
game_63|Middle Tenn/St Marys
name|William the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
