game_1|NC A&T/Liberty
game_2|Missouri
game_3|Saint Louis
game_4|Oklahoma State
game_5|Michigan State
game_6|Memphis
game_7|Creighton
game_8|Duke
game_9|Southern
game_10|Pittsburgh
game_11|Kansas State
game_12|Wisconsin
game_13|New Mexico
game_14|Arizona
game_15|Notre Dame
game_16|Iona
game_17|Western Kentucky
game_18|North Carolina
game_19|South Dakota State
game_20|Akron
game_21|Northwestern State
game_22|Minnesota
game_23|Oklahoma
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Syracuse
game_28|California
game_29|Davidson
game_30|Butler
game_31|Illinois
game_32|Miami
game_33|Missouri
game_34|Saint Louis
game_35|Memphis
game_36|Creighton
game_37|Pittsburgh
game_38|Wisconsin
game_39|New Mexico
game_40|Notre Dame
game_41|Western Kentucky
game_42|South Dakota State
game_43|Northwestern State
game_44|Florida GC
game_45|LIU/James Madison
game_46|Syracuse
game_47|Butler
game_48|Illinois
game_49|Missouri
game_50|Memphis
game_51|Pittsburgh
game_52|New Mexico
game_53|Western Kentucky
game_54|Northwestern State
game_55|Syracuse
game_56|Butler
game_57|Missouri
game_58|Pittsburgh
game_59|Northwestern State
game_60|Syracuse
game_61|Pittsburgh
game_62|Northwestern State
game_63|Pittsburgh
name|Lyric the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
