game_1|NC A&T/Liberty
game_2|Colorado State
game_3|Saint Louis
game_4|Oregon
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Duke
game_9|Gonzaga
game_10|Wichita State
game_11|Kansas State
game_12|Wisconsin
game_13|New Mexico
game_14|Belmont
game_15|Notre Dame
game_16|Iona
game_17|Western Kentucky
game_18|North Carolina
game_19|Michigan
game_20|VCU
game_21|Florida
game_22|UCLA
game_23|Oklahoma
game_24|Georgetown
game_25|Indiana
game_26|Temple
game_27|Syracuse
game_28|UNLV
game_29|Davidson
game_30|Butler
game_31|Colorado
game_32|Miami
game_33|Colorado State
game_34|Saint Louis
game_35|Valparaiso
game_36|Cincinnati
game_37|Wichita State
game_38|Kansas State
game_39|Belmont
game_40|Notre Dame
game_41|Western Kentucky
game_42|VCU
game_43|Florida
game_44|Georgetown
game_45|Indiana
game_46|UNLV
game_47|Butler
game_48|Colorado
game_49|Saint Louis
game_50|Cincinnati
game_51|Wichita State
game_52|Notre Dame
game_53|Western Kentucky
game_54|Florida
game_55|Indiana
game_56|Colorado
game_57|Saint Louis
game_58|Wichita State
game_59|Western Kentucky
game_60|Colorado
game_61|Wichita State
game_62|Colorado
game_63|Colorado
name|Evelin the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
