game_1|NC A&T/Liberty
game_2|Missouri
game_3|New Mexico State
game_4|Oregon
game_5|Valparaiso
game_6|Memphis
game_7|Creighton
game_8|Albany
game_9|Southern
game_10|Wichita State
game_11|Kansas State
game_12|Ole Miss
game_13|New Mexico
game_14|Arizona
game_15|Notre Dame
game_16|Ohio State
game_17|Kansas
game_18|North Carolina
game_19|Michigan
game_20|VCU
game_21|Florida
game_22|UCLA
game_23|Oklahoma
game_24|Florida GC
game_25|LIU/James Madison
game_26|NC State
game_27|Montana
game_28|UNLV
game_29|Marquette
game_30|Butler
game_31|Colorado
game_32|Pacific
game_33|Missouri
game_34|Oregon
game_35|Valparaiso
game_36|Albany
game_37|Southern
game_38|Ole Miss
game_39|Arizona
game_40|Notre Dame
game_41|Kansas
game_42|VCU
game_43|UCLA
game_44|Oklahoma
game_45|NC State
game_46|UNLV
game_47|Butler
game_48|Pacific
game_49|Missouri
game_50|Albany
game_51|Ole Miss
game_52|Arizona
game_53|VCU
game_54|Oklahoma
game_55|UNLV
game_56|Pacific
game_57|Missouri
game_58|Arizona
game_59|VCU
game_60|Pacific
game_61|Missouri
game_62|VCU
game_63|VCU
name|Kaiya the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
