game_1|NC A&T/Liberty
game_2|Missouri
game_3|New Mexico State
game_4|Oregon
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Albany
game_9|Gonzaga
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|New Mexico
game_14|Belmont
game_15|Iowa State
game_16|Iona
game_17|Western Kentucky
game_18|Villanova
game_19|South Dakota State
game_20|Akron
game_21|Florida
game_22|UCLA
game_23|Oklahoma
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Syracuse
game_28|California
game_29|Marquette
game_30|Butler
game_31|Illinois
game_32|Miami
game_33|Missouri
game_34|Oregon
game_35|Valparaiso
game_36|Cincinnati
game_37|Gonzaga
game_38|Boise State/La Salle
game_39|New Mexico
game_40|Iona
game_41|Western Kentucky
game_42|Akron
game_43|UCLA
game_44|Oklahoma
game_45|Temple
game_46|Syracuse
game_47|Marquette
game_48|Miami
game_49|Missouri
game_50|Valparaiso
game_51|Gonzaga
game_52|New Mexico
game_53|Akron
game_54|Oklahoma
game_55|Temple
game_56|Miami
game_57|Valparaiso
game_58|Gonzaga
game_59|Akron
game_60|Temple
game_61|Gonzaga
game_62|Akron
game_63|Gonzaga
name|Maddison the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
