game_1|Louisville
game_2|Missouri
game_3|New Mexico State
game_4|Oregon
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Albany
game_9|Southern
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|New Mexico
game_14|Belmont
game_15|Notre Dame
game_16|Ohio State
game_17|Western Kentucky
game_18|North Carolina
game_19|Michigan
game_20|VCU
game_21|Northwestern State
game_22|Minnesota
game_23|Oklahoma
game_24|Georgetown
game_25|LIU/James Madison
game_26|Temple
game_27|Montana
game_28|UNLV
game_29|Marquette
game_30|Butler
game_31|Illinois
game_32|Pacific
game_33|Missouri
game_34|Oregon
game_35|Michigan State
game_36|Albany
game_37|Southern
game_38|Wisconsin
game_39|Belmont
game_40|Ohio State
game_41|North Carolina
game_42|Michigan
game_43|Minnesota
game_44|Georgetown
game_45|Temple
game_46|Montana
game_47|Marquette
game_48|Pacific
game_49|Oregon
game_50|Michigan State
game_51|Southern
game_52|Ohio State
game_53|North Carolina
game_54|Minnesota
game_55|Montana
game_56|Pacific
game_57|Michigan State
game_58|Southern
game_59|North Carolina
game_60|Montana
game_61|Southern
game_62|Montana
game_63|Montana
name|Dallin the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
