game_1|Louisville
game_2|Missouri
game_3|Saint Louis
game_4|Oklahoma State
game_5|Michigan State
game_6|Memphis
game_7|Cincinnati
game_8|Albany
game_9|Southern
game_10|Wichita State
game_11|Kansas State
game_12|Ole Miss
game_13|New Mexico
game_14|Belmont
game_15|Notre Dame
game_16|Iona
game_17|Kansas
game_18|Villanova
game_19|South Dakota State
game_20|Akron
game_21|Northwestern State
game_22|Minnesota
game_23|San Diego State
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Syracuse
game_28|UNLV
game_29|Marquette
game_30|Butler
game_31|Colorado
game_32|Pacific
game_33|Missouri
game_34|Oklahoma State
game_35|Memphis
game_36|Cincinnati
game_37|Southern
game_38|Kansas State
game_39|Belmont
game_40|Iona
game_41|Villanova
game_42|South Dakota State
game_43|Minnesota
game_44|Florida GC
game_45|Temple
game_46|UNLV
game_47|Marquette
game_48|Colorado
game_49|Missouri
game_50|Memphis
game_51|Kansas State
game_52|Belmont
game_53|South Dakota State
game_54|Minnesota
game_55|UNLV
game_56|Marquette
game_57|Missouri
game_58|Kansas State
game_59|South Dakota State
game_60|UNLV
game_61|Missouri
game_62|UNLV
game_63|UNLV
name|Fabiola the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
