game_1|NC A&T/Liberty
game_2|Missouri
game_3|New Mexico State
game_4|Oklahoma State
game_5|Michigan State
game_6|Memphis
game_7|Cincinnati
game_8|Albany
game_9|Gonzaga
game_10|Pittsburgh
game_11|Kansas State
game_12|Ole Miss
game_13|Harvard
game_14|Belmont
game_15|Notre Dame
game_16|Ohio State
game_17|Kansas
game_18|North Carolina
game_19|Michigan
game_20|Akron
game_21|Florida
game_22|Minnesota
game_23|San Diego State
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Syracuse
game_28|California
game_29|Davidson
game_30|Bucknell
game_31|Colorado
game_32|Pacific
game_33|Missouri
game_34|Oklahoma State
game_35|Michigan State
game_36|Albany
game_37|Gonzaga
game_38|Ole Miss
game_39|Harvard
game_40|Notre Dame
game_41|Kansas
game_42|Michigan
game_43|Florida
game_44|Florida GC
game_45|Temple
game_46|California
game_47|Davidson
game_48|Pacific
game_49|Oklahoma State
game_50|Albany
game_51|Ole Miss
game_52|Notre Dame
game_53|Michigan
game_54|Florida GC
game_55|Temple
game_56|Davidson
game_57|Albany
game_58|Ole Miss
game_59|Michigan
game_60|Davidson
game_61|Ole Miss
game_62|Michigan
game_63|Michigan
name|Juliette the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
