game_1|NC A&T/Liberty
game_2|Missouri
game_3|New Mexico State
game_4|Oregon
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Duke
game_9|Gonzaga
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|Harvard
game_14|Arizona
game_15|Iowa State
game_16|Ohio State
game_17|Western Kentucky
game_18|North Carolina
game_19|South Dakota State
game_20|Akron
game_21|Florida
game_22|Minnesota
game_23|Oklahoma
game_24|Georgetown
game_25|LIU/James Madison
game_26|NC State
game_27|Syracuse
game_28|UNLV
game_29|Davidson
game_30|Butler
game_31|Illinois
game_32|Miami
game_33|Missouri
game_34|New Mexico State
game_35|Michigan State
game_36|Creighton
game_37|Pittsburgh
game_38|Wisconsin
game_39|Harvard
game_40|Iowa State
game_41|Western Kentucky
game_42|Akron
game_43|Minnesota
game_44|Georgetown
game_45|LIU/James Madison
game_46|UNLV
game_47|Butler
game_48|Miami
game_49|New Mexico State
game_50|Michigan State
game_51|Wisconsin
game_52|Harvard
game_53|Western Kentucky
game_54|Georgetown
game_55|UNLV
game_56|Butler
game_57|New Mexico State
game_58|Harvard
game_59|Western Kentucky
game_60|UNLV
game_61|New Mexico State
game_62|UNLV
game_63|New Mexico State
name|Aspen the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
