game_1|Louisville
game_2|Colorado State
game_3|Saint Louis
game_4|Oregon
game_5|Michigan State
game_6|Memphis
game_7|Creighton
game_8|Albany
game_9|Gonzaga
game_10|Wichita State
game_11|Kansas State
game_12|Ole Miss
game_13|Harvard
game_14|Arizona
game_15|Iowa State
game_16|Iona
game_17|Western Kentucky
game_18|North Carolina
game_19|South Dakota State
game_20|VCU
game_21|Florida
game_22|Minnesota
game_23|San Diego State
game_24|Florida GC
game_25|Indiana
game_26|Temple
game_27|Syracuse
game_28|California
game_29|Davidson
game_30|Butler
game_31|Colorado
game_32|Miami
game_33|Colorado State
game_34|Saint Louis
game_35|Memphis
game_36|Creighton
game_37|Gonzaga
game_38|Kansas State
game_39|Arizona
game_40|Iowa State
game_41|Western Kentucky
game_42|South Dakota State
game_43|Minnesota
game_44|Florida GC
game_45|Indiana
game_46|Syracuse
game_47|Davidson
game_48|Colorado
game_49|Colorado State
game_50|Creighton
game_51|Kansas State
game_52|Arizona
game_53|South Dakota State
game_54|Minnesota
game_55|Syracuse
game_56|Colorado
game_57|Creighton
game_58|Kansas State
game_59|Minnesota
game_60|Colorado
game_61|Kansas State
game_62|Minnesota
game_63|Kansas State
name|Derrick the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
