game_1|NC A&T/Liberty
game_2|Colorado State
game_3|New Mexico State
game_4|Oregon
game_5|Michigan State
game_6|Memphis
game_7|Cincinnati
game_8|Duke
game_9|Southern
game_10|Wichita State
game_11|Kansas State
game_12|Wisconsin
game_13|New Mexico
game_14|Arizona
game_15|Notre Dame
game_16|Ohio State
game_17|Western Kentucky
game_18|Villanova
game_19|South Dakota State
game_20|VCU
game_21|Northwestern State
game_22|Minnesota
game_23|San Diego State
game_24|Georgetown
game_25|Indiana
game_26|NC State
game_27|Montana
game_28|UNLV
game_29|Davidson
game_30|Butler
game_31|Illinois
game_32|Pacific
game_33|Colorado State
game_34|New Mexico State
game_35|Memphis
game_36|Duke
game_37|Wichita State
game_38|Wisconsin
game_39|New Mexico
game_40|Notre Dame
game_41|Villanova
game_42|VCU
game_43|Minnesota
game_44|Georgetown
game_45|Indiana
game_46|UNLV
game_47|Butler
game_48|Pacific
game_49|Colorado State
game_50|Duke
game_51|Wisconsin
game_52|Notre Dame
game_53|VCU
game_54|Georgetown
game_55|UNLV
game_56|Butler
game_57|Colorado State
game_58|Notre Dame
game_59|VCU
game_60|UNLV
game_61|Notre Dame
game_62|VCU
game_63|VCU
name|Trace the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
