game_1|Louisville
game_2|Missouri
game_3|Saint Louis
game_4|Oklahoma State
game_5|Valparaiso
game_6|Memphis
game_7|Cincinnati
game_8|Duke
game_9|Gonzaga
game_10|Pittsburgh
game_11|Kansas State
game_12|Ole Miss
game_13|Harvard
game_14|Belmont
game_15|Iowa State
game_16|Iona
game_17|Western Kentucky
game_18|Villanova
game_19|Michigan
game_20|Akron
game_21|Florida
game_22|Minnesota
game_23|San Diego State
game_24|Georgetown
game_25|LIU/James Madison
game_26|NC State
game_27|Montana
game_28|California
game_29|Marquette
game_30|Bucknell
game_31|Colorado
game_32|Miami
game_33|Missouri
game_34|Oklahoma State
game_35|Valparaiso
game_36|Cincinnati
game_37|Pittsburgh
game_38|Kansas State
game_39|Belmont
game_40|Iowa State
game_41|Villanova
game_42|Michigan
game_43|Minnesota
game_44|San Diego State
game_45|NC State
game_46|California
game_47|Marquette
game_48|Miami
game_49|Missouri
game_50|Valparaiso
game_51|Pittsburgh
game_52|Iowa State
game_53|Villanova
game_54|Minnesota
game_55|California
game_56|Marquette
game_57|Valparaiso
game_58|Pittsburgh
game_59|Villanova
game_60|California
game_61|Pittsburgh
game_62|Villanova
game_63|Pittsburgh
name|Alexandrea the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
