game_1|Louisville
game_2|Missouri
game_3|New Mexico State
game_4|Oregon
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Duke
game_9|Gonzaga
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|New Mexico
game_14|Belmont
game_15|Notre Dame
game_16|Iona
game_17|Western Kentucky
game_18|Villanova
game_19|Michigan
game_20|VCU
game_21|Northwestern State
game_22|Minnesota
game_23|San Diego State
game_24|Georgetown
game_25|LIU/James Madison
game_26|Temple
game_27|Montana
game_28|UNLV
game_29|Marquette
game_30|Bucknell
game_31|Colorado
game_32|Miami
game_33|Missouri
game_34|New Mexico State
game_35|Middle Tenn/St Marys
game_36|Cincinnati
game_37|Gonzaga
game_38|Boise State/La Salle
game_39|New Mexico
game_40|Notre Dame
game_41|Western Kentucky
game_42|VCU
game_43|Minnesota
game_44|Georgetown
game_45|Temple
game_46|Montana
game_47|Marquette
game_48|Miami
game_49|Missouri
game_50|Cincinnati
game_51|Gonzaga
game_52|Notre Dame
game_53|VCU
game_54|Georgetown
game_55|Montana
game_56|Marquette
game_57|Cincinnati
game_58|Gonzaga
game_59|VCU
game_60|Marquette
game_61|Cincinnati
game_62|Marquette
game_63|Cincinnati
name|Zaid the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
