game_1|NC A&T/Liberty
game_2|Colorado State
game_3|Saint Louis
game_4|Oregon
game_5|Michigan State
game_6|Memphis
game_7|Creighton
game_8|Albany
game_9|Southern
game_10|Pittsburgh
game_11|Kansas State
game_12|Wisconsin
game_13|Harvard
game_14|Belmont
game_15|Iowa State
game_16|Ohio State
game_17|Western Kentucky
game_18|Villanova
game_19|Michigan
game_20|VCU
game_21|Florida
game_22|UCLA
game_23|Oklahoma
game_24|Georgetown
game_25|LIU/James Madison
game_26|NC State
game_27|Syracuse
game_28|UNLV
game_29|Marquette
game_30|Butler
game_31|Colorado
game_32|Pacific
game_33|Colorado State
game_34|Oregon
game_35|Memphis
game_36|Albany
game_37|Pittsburgh
game_38|Wisconsin
game_39|Belmont
game_40|Ohio State
game_41|Villanova
game_42|Michigan
game_43|Florida
game_44|Oklahoma
game_45|LIU/James Madison
game_46|Syracuse
game_47|Marquette
game_48|Pacific
game_49|Colorado State
game_50|Memphis
game_51|Pittsburgh
game_52|Ohio State
game_53|Michigan
game_54|Florida
game_55|Syracuse
game_56|Marquette
game_57|Memphis
game_58|Ohio State
game_59|Florida
game_60|Syracuse
game_61|Memphis
game_62|Syracuse
game_63|Syracuse
name|Charlotte the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
