game_1|Louisville
game_2|Colorado State
game_3|New Mexico State
game_4|Oregon
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Duke
game_9|Southern
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|Harvard
game_14|Belmont
game_15|Notre Dame
game_16|Ohio State
game_17|Kansas
game_18|Villanova
game_19|South Dakota State
game_20|Akron
game_21|Northwestern State
game_22|Minnesota
game_23|San Diego State
game_24|Georgetown
game_25|Indiana
game_26|NC State
game_27|Montana
game_28|UNLV
game_29|Davidson
game_30|Butler
game_31|Colorado
game_32|Pacific
game_33|Colorado State
game_34|New Mexico State
game_35|Middle Tenn/St Marys
game_36|Creighton
game_37|Wichita State
game_38|Wisconsin
game_39|Harvard
game_40|Notre Dame
game_41|Kansas
game_42|Akron
game_43|Northwestern State
game_44|San Diego State
game_45|Indiana
game_46|Montana
game_47|Butler
game_48|Pacific
game_49|Colorado State
game_50|Creighton
game_51|Wisconsin
game_52|Notre Dame
game_53|Akron
game_54|San Diego State
game_55|Indiana
game_56|Butler
game_57|Colorado State
game_58|Notre Dame
game_59|San Diego State
game_60|Indiana
game_61|Notre Dame
game_62|Indiana
game_63|Notre Dame
name|Jesse the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
