game_1|Louisville
game_2|Colorado State
game_3|Saint Louis
game_4|Oregon
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Duke
game_9|Gonzaga
game_10|Pittsburgh
game_11|Kansas State
game_12|Ole Miss
game_13|Harvard
game_14|Belmont
game_15|Iowa State
game_16|Iona
game_17|Western Kentucky
game_18|Villanova
game_19|South Dakota State
game_20|VCU
game_21|Florida
game_22|UCLA
game_23|San Diego State
game_24|Georgetown
game_25|Indiana
game_26|NC State
game_27|Montana
game_28|California
game_29|Davidson
game_30|Butler
game_31|Illinois
game_32|Miami
game_33|Colorado State
game_34|Oregon
game_35|Valparaiso
game_36|Duke
game_37|Pittsburgh
game_38|Ole Miss
game_39|Belmont
game_40|Iowa State
game_41|Western Kentucky
game_42|South Dakota State
game_43|UCLA
game_44|Georgetown
game_45|Indiana
game_46|California
game_47|Butler
game_48|Illinois
game_49|Colorado State
game_50|Duke
game_51|Pittsburgh
game_52|Belmont
game_53|South Dakota State
game_54|UCLA
game_55|Indiana
game_56|Butler
game_57|Duke
game_58|Pittsburgh
game_59|UCLA
game_60|Butler
game_61|Duke
game_62|Butler
game_63|Butler
name|Elvin the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
