game_1|Louisville
game_2|Missouri
game_3|Saint Louis
game_4|Oklahoma State
game_5|Michigan State
game_6|Memphis
game_7|Cincinnati
game_8|Duke
game_9|Gonzaga
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|New Mexico
game_14|Arizona
game_15|Iowa State
game_16|Ohio State
game_17|Kansas
game_18|North Carolina
game_19|Michigan
game_20|Akron
game_21|Northwestern State
game_22|Minnesota
game_23|Oklahoma
game_24|Florida GC
game_25|Indiana
game_26|Temple
game_27|Montana
game_28|UNLV
game_29|Marquette
game_30|Butler
game_31|Illinois
game_32|Pacific
game_33|Missouri
game_34|Saint Louis
game_35|Memphis
game_36|Duke
game_37|Gonzaga
game_38|Wisconsin
game_39|Arizona
game_40|Ohio State
game_41|Kansas
game_42|Akron
game_43|Northwestern State
game_44|Oklahoma
game_45|Indiana
game_46|UNLV
game_47|Marquette
game_48|Pacific
game_49|Saint Louis
game_50|Duke
game_51|Gonzaga
game_52|Ohio State
game_53|Kansas
game_54|Northwestern State
game_55|Indiana
game_56|Pacific
game_57|Saint Louis
game_58|Gonzaga
game_59|Northwestern State
game_60|Indiana
game_61|Saint Louis
game_62|Indiana
game_63|Indiana
name|Giovanna the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
