game_1|NC A&T/Liberty
game_2|Colorado State
game_3|New Mexico State
game_4|Oklahoma State
game_5|Michigan State
game_6|Memphis
game_7|Creighton
game_8|Duke
game_9|Gonzaga
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|New Mexico
game_14|Belmont
game_15|Notre Dame
game_16|Ohio State
game_17|Kansas
game_18|Villanova
game_19|Michigan
game_20|Akron
game_21|Northwestern State
game_22|Minnesota
game_23|San Diego State
game_24|Georgetown
game_25|LIU/James Madison
game_26|Temple
game_27|Syracuse
game_28|UNLV
game_29|Marquette
game_30|Butler
game_31|Illinois
game_32|Miami
game_33|Colorado State
game_34|Oklahoma State
game_35|Michigan State
game_36|Duke
game_37|Pittsburgh
game_38|Boise State/La Salle
game_39|Belmont
game_40|Notre Dame
game_41|Villanova
game_42|Akron
game_43|Minnesota
game_44|Georgetown
game_45|Temple
game_46|UNLV
game_47|Butler
game_48|Miami
game_49|Oklahoma State
game_50|Michigan State
game_51|Boise State/La Salle
game_52|Notre Dame
game_53|Akron
game_54|Minnesota
game_55|Temple
game_56|Miami
game_57|Oklahoma State
game_58|Boise State/La Salle
game_59|Minnesota
game_60|Temple
game_61|Oklahoma State
game_62|Minnesota
game_63|Oklahoma State
name|Keanu the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
