game_1|NC A&T/Liberty
game_2|Missouri
game_3|Saint Louis
game_4|Oklahoma State
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Albany
game_9|Southern
game_10|Wichita State
game_11|Kansas State
game_12|Ole Miss
game_13|Harvard
game_14|Belmont
game_15|Iowa State
game_16|Ohio State
game_17|Western Kentucky
game_18|North Carolina
game_19|Michigan
game_20|Akron
game_21|Florida
game_22|UCLA
game_23|Oklahoma
game_24|Georgetown
game_25|Indiana
game_26|Temple
game_27|Montana
game_28|UNLV
game_29|Marquette
game_30|Butler
game_31|Illinois
game_32|Pacific
game_33|Missouri
game_34|Oklahoma State
game_35|Middle Tenn/St Marys
game_36|Albany
game_37|Southern
game_38|Kansas State
game_39|Belmont
game_40|Ohio State
game_41|North Carolina
game_42|Akron
game_43|UCLA
game_44|Georgetown
game_45|Indiana
game_46|UNLV
game_47|Marquette
game_48|Illinois
game_49|Missouri
game_50|Middle Tenn/St Marys
game_51|Southern
game_52|Belmont
game_53|North Carolina
game_54|UCLA
game_55|Indiana
game_56|Illinois
game_57|Missouri
game_58|Belmont
game_59|North Carolina
game_60|Indiana
game_61|Belmont
game_62|Indiana
game_63|Belmont
name|Omar the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
