game_1|Louisville
game_2|Missouri
game_3|New Mexico State
game_4|Oklahoma State
game_5|Michigan State
game_6|Memphis
game_7|Cincinnati
game_8|Albany
game_9|Gonzaga
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|Harvard
game_14|Arizona
game_15|Notre Dame
game_16|Iona
game_17|Kansas
game_18|North Carolina
game_19|Michigan
game_20|Akron
game_21|Northwestern State
game_22|UCLA
game_23|Oklahoma
game_24|Florida GC
game_25|Indiana
game_26|NC State
game_27|Syracuse
game_28|California
game_29|Davidson
game_30|Bucknell
game_31|Colorado
game_32|Pacific
game_33|Missouri
game_34|New Mexico State
game_35|Memphis
game_36|Albany
game_37|Gonzaga
game_38|Boise State/La Salle
game_39|Arizona
game_40|Notre Dame
game_41|North Carolina
game_42|Michigan
game_43|Northwestern State
game_44|Florida GC
game_45|Indiana
game_46|California
game_47|Bucknell
game_48|Pacific
game_49|Missouri
game_50|Memphis
game_51|Boise State/La Salle
game_52|Arizona
game_53|Michigan
game_54|Northwestern State
game_55|California
game_56|Pacific
game_57|Memphis
game_58|Arizona
game_59|Michigan
game_60|Pacific
game_61|Arizona
game_62|Pacific
game_63|Pacific
name|Niko the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
