game_1|Louisville
game_2|Missouri
game_3|New Mexico State
game_4|Oregon
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Duke
game_9|Gonzaga
game_10|Wichita State
game_11|Kansas State
game_12|Wisconsin
game_13|New Mexico
game_14|Belmont
game_15|Iowa State
game_16|Ohio State
game_17|Kansas
game_18|Villanova
game_19|South Dakota State
game_20|VCU
game_21|Northwestern State
game_22|UCLA
game_23|Oklahoma
game_24|Florida GC
game_25|Indiana
game_26|Temple
game_27|Syracuse
game_28|California
game_29|Davidson
game_30|Bucknell
game_31|Colorado
game_32|Miami
game_33|Missouri
game_34|Oregon
game_35|Middle Tenn/St Marys
game_36|Cincinnati
game_37|Wichita State
game_38|Wisconsin
game_39|New Mexico
game_40|Iowa State
game_41|Kansas
game_42|VCU
game_43|UCLA
game_44|Oklahoma
game_45|Temple
game_46|California
game_47|Davidson
game_48|Miami
game_49|Missouri
game_50|Cincinnati
game_51|Wisconsin
game_52|Iowa State
game_53|Kansas
game_54|UCLA
game_55|California
game_56|Miami
game_57|Missouri
game_58|Iowa State
game_59|UCLA
game_60|Miami
game_61|Missouri
game_62|Miami
game_63|Missouri
name|Fatima the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
