game_1|Louisville
game_2|Missouri
game_3|New Mexico State
game_4|Oklahoma State
game_5|Valparaiso
game_6|Memphis
game_7|Creighton
game_8|Duke
game_9|Gonzaga
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|Harvard
game_14|Belmont
game_15|Iowa State
game_16|Iona
game_17|Kansas
game_18|Villanova
game_19|Michigan
game_20|VCU
game_21|Florida
game_22|Minnesota
game_23|San Diego State
game_24|Georgetown
game_25|Indiana
game_26|NC State
game_27|Syracuse
game_28|UNLV
game_29|Davidson
game_30|Bucknell
game_31|Illinois
game_32|Miami
game_33|Missouri
game_34|Oklahoma State
game_35|Valparaiso
game_36|Duke
game_37|Gonzaga
game_38|Wisconsin
game_39|Belmont
game_40|Iowa State
game_41|Kansas
game_42|VCU
game_43|Minnesota
game_44|Georgetown
game_45|Indiana
game_46|UNLV
game_47|Davidson
game_48|Illinois
game_49|Missouri
game_50|Duke
game_51|Wisconsin
game_52|Belmont
game_53|VCU
game_54|Minnesota
game_55|UNLV
game_56|Davidson
game_57|Duke
game_58|Belmont
game_59|Minnesota
game_60|UNLV
game_61|Belmont
game_62|UNLV
game_63|UNLV
name|Erik the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
