game_1|NC A&T/Liberty
game_2|Missouri
game_3|New Mexico State
game_4|Oklahoma State
game_5|Valparaiso
game_6|Memphis
game_7|Cincinnati
game_8|Duke
game_9|Gonzaga
game_10|Pittsburgh
game_11|Kansas State
game_12|Wisconsin
game_13|New Mexico
game_14|Arizona
game_15|Notre Dame
game_16|Ohio State
game_17|Western Kentucky
game_18|Villanova
game_19|Michigan
game_20|Akron
game_21|Florida
game_22|UCLA
game_23|Oklahoma
game_24|Florida GC
game_25|Indiana
game_26|NC State
game_27|Syracuse
game_28|California
game_29|Davidson
game_30|Bucknell
game_31|Illinois
game_32|Miami
game_33|Missouri
game_34|Oklahoma State
game_35|Memphis
game_36|Duke
game_37|Gonzaga
game_38|Wisconsin
game_39|Arizona
game_40|Notre Dame
game_41|Western Kentucky
game_42|Akron
game_43|UCLA
game_44|Florida GC
game_45|NC State
game_46|California
game_47|Davidson
game_48|Miami
game_49|Oklahoma State
game_50|Memphis
game_51|Gonzaga
game_52|Arizona
game_53|Akron
game_54|Florida GC
game_55|California
game_56|Miami
game_57|Memphis
game_58|Arizona
game_59|Florida GC
game_60|Miami
game_61|Arizona
game_62|Florida GC
game_63|Florida GC
name|Alana the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
