game_1|Louisville
game_2|Missouri
game_3|Saint Louis
game_4|Oklahoma State
game_5|Valparaiso
game_6|Memphis
game_7|Cincinnati
game_8|Duke
game_9|Southern
game_10|Wichita State
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|New Mexico
game_14|Belmont
game_15|Notre Dame
game_16|Ohio State
game_17|Western Kentucky
game_18|North Carolina
game_19|Michigan
game_20|Akron
game_21|Florida
game_22|UCLA
game_23|San Diego State
game_24|Florida GC
game_25|LIU/James Madison
game_26|Temple
game_27|Montana
game_28|UNLV
game_29|Marquette
game_30|Bucknell
game_31|Illinois
game_32|Pacific
game_33|Missouri
game_34|Oklahoma State
game_35|Memphis
game_36|Cincinnati
game_37|Wichita State
game_38|Ole Miss
game_39|Belmont
game_40|Notre Dame
game_41|North Carolina
game_42|Akron
game_43|Florida
game_44|San Diego State
game_45|Temple
game_46|Montana
game_47|Bucknell
game_48|Illinois
game_49|Missouri
game_50|Memphis
game_51|Wichita State
game_52|Belmont
game_53|Akron
game_54|Florida
game_55|Montana
game_56|Illinois
game_57|Missouri
game_58|Wichita State
game_59|Akron
game_60|Montana
game_61|Wichita State
game_62|Akron
game_63|Akron
name|Priscilla the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
