game_1|Louisville
game_2|Missouri
game_3|New Mexico State
game_4|Oklahoma State
game_5|Michigan State
game_6|Memphis
game_7|Cincinnati
game_8|Duke
game_9|Gonzaga
game_10|Wichita State
game_11|Kansas State
game_12|Wisconsin
game_13|New Mexico
game_14|Arizona
game_15|Notre Dame
game_16|Ohio State
game_17|Western Kentucky
game_18|Villanova
game_19|South Dakota State
game_20|VCU
game_21|Northwestern State
game_22|UCLA
game_23|Oklahoma
game_24|Florida GC
game_25|Indiana
game_26|NC State
game_27|Montana
game_28|UNLV
game_29|Marquette
game_30|Bucknell
game_31|Colorado
game_32|Pacific
game_33|Louisville
game_34|New Mexico State
game_35|Memphis
game_36|Duke
game_37|Gonzaga
game_38|Kansas State
game_39|Arizona
game_40|Ohio State
game_41|Western Kentucky
game_42|South Dakota State
game_43|Northwestern State
game_44|Florida GC
game_45|Indiana
game_46|UNLV
game_47|Bucknell
game_48|Colorado
game_49|Louisville
game_50|Duke
game_51|Gonzaga
game_52|Ohio State
game_53|Western Kentucky
game_54|Northwestern State
game_55|Indiana
game_56|Bucknell
game_57|Louisville
game_58|Ohio State
game_59|Western Kentucky
game_60|Bucknell
game_61|Ohio State
game_62|Bucknell
game_63|Bucknell
name|Xander the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
