game_1|NC A&T/Liberty
game_2|Colorado State
game_3|New Mexico State
game_4|Oklahoma State
game_5|Michigan State
game_6|Memphis
game_7|Cincinnati
game_8|Albany
game_9|Gonzaga
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|Harvard
game_14|Belmont
game_15|Notre Dame
game_16|Iona
game_17|Kansas
game_18|Villanova
game_19|Michigan
game_20|Akron
game_21|Northwestern State
game_22|UCLA
game_23|Oklahoma
game_24|Georgetown
game_25|LIU/James Madison
game_26|Temple
game_27|Syracuse
game_28|California
game_29|Davidson
game_30|Butler
game_31|Colorado
game_32|Pacific
game_33|Colorado State
game_34|Oklahoma State
game_35|Memphis
game_36|Albany
game_37|Gonzaga
game_38|Boise State/La Salle
game_39|Harvard
game_40|Notre Dame
game_41|Kansas
game_42|Akron
game_43|Northwestern State
game_44|Georgetown
game_45|Temple
game_46|California
game_47|Butler
game_48|Colorado
game_49|Oklahoma State
game_50|Memphis
game_51|Boise State/La Salle
game_52|Notre Dame
game_53|Kansas
game_54|Georgetown
game_55|Temple
game_56|Butler
game_57|Oklahoma State
game_58|Boise State/La Salle
game_59|Georgetown
game_60|Butler
game_61|Boise State/La Salle
game_62|Georgetown
game_63|Georgetown
name|Teresa the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
