game_1|Louisville
game_2|Missouri
game_3|Saint Louis
game_4|Oklahoma State
game_5|Valparaiso
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Albany
game_9|Gonzaga
game_10|Pittsburgh
game_11|Kansas State
game_12|Ole Miss
game_13|Harvard
game_14|Belmont
game_15|Notre Dame
game_16|Iona
game_17|Kansas
game_18|Villanova
game_19|South Dakota State
game_20|Akron
game_21|Northwestern State
game_22|UCLA
game_23|San Diego State
game_24|Florida GC
game_25|LIU/James Madison
game_26|NC State
game_27|Montana
game_28|California
game_29|Marquette
game_30|Butler
game_31|Illinois
game_32|Pacific
game_33|Missouri
game_34|Saint Louis
game_35|Middle Tenn/St Marys
game_36|Creighton
game_37|Pittsburgh
game_38|Ole Miss
game_39|Belmont
game_40|Iona
game_41|Villanova
game_42|South Dakota State
game_43|UCLA
game_44|Florida GC
game_45|LIU/James Madison
game_46|Montana
game_47|Marquette
game_48|Pacific
game_49|Missouri
game_50|Middle Tenn/St Marys
game_51|Pittsburgh
game_52|Iona
game_53|South Dakota State
game_54|UCLA
game_55|Montana
game_56|Pacific
game_57|Middle Tenn/St Marys
game_58|Iona
game_59|South Dakota State
game_60|Montana
game_61|Iona
game_62|South Dakota State
game_63|South Dakota State
name|Sydnie the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
