game_1|NC A&T/Liberty
game_2|Colorado State
game_3|New Mexico State
game_4|Oregon
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Albany
game_9|Southern
game_10|Wichita State
game_11|Kansas State
game_12|Wisconsin
game_13|New Mexico
game_14|Belmont
game_15|Iowa State
game_16|Ohio State
game_17|Kansas
game_18|North Carolina
game_19|Michigan
game_20|Akron
game_21|Northwestern State
game_22|UCLA
game_23|San Diego State
game_24|Florida GC
game_25|LIU/James Madison
game_26|NC State
game_27|Syracuse
game_28|UNLV
game_29|Marquette
game_30|Butler
game_31|Illinois
game_32|Miami
game_33|Colorado State
game_34|Oregon
game_35|Middle Tenn/St Marys
game_36|Albany
game_37|Wichita State
game_38|Wisconsin
game_39|New Mexico
game_40|Ohio State
game_41|Kansas
game_42|Michigan
game_43|Northwestern State
game_44|San Diego State
game_45|LIU/James Madison
game_46|Syracuse
game_47|Marquette
game_48|Miami
game_49|Oregon
game_50|Middle Tenn/St Marys
game_51|Wichita State
game_52|Ohio State
game_53|Kansas
game_54|Northwestern State
game_55|Syracuse
game_56|Marquette
game_57|Middle Tenn/St Marys
game_58|Wichita State
game_59|Kansas
game_60|Marquette
game_61|Wichita State
game_62|Kansas
game_63|Wichita State
name|Anastasia the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
