game_1|NC A&T/Liberty
game_2|Missouri
game_3|New Mexico State
game_4|Oregon
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Creighton
game_8|Albany
game_9|Southern
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Wisconsin
game_13|Harvard
game_14|Belmont
game_15|Notre Dame
game_16|Iona
game_17|Western Kentucky
game_18|North Carolina
game_19|South Dakota State
game_20|VCU
game_21|Northwestern State
game_22|Minnesota
game_23|Oklahoma
game_24|Florida GC
game_25|Indiana
game_26|Temple
game_27|Syracuse
game_28|UNLV
game_29|Marquette
game_30|Butler
game_31|Illinois
game_32|Pacific
game_33|Missouri
game_34|Oregon
game_35|Middle Tenn/St Marys
game_36|Creighton
game_37|Southern
game_38|Boise State/La Salle
game_39|Harvard
game_40|Notre Dame
game_41|Western Kentucky
game_42|South Dakota State
game_43|Minnesota
game_44|Oklahoma
game_45|Temple
game_46|UNLV
game_47|Marquette
game_48|Illinois
game_49|Missouri
game_50|Middle Tenn/St Marys
game_51|Boise State/La Salle
game_52|Notre Dame
game_53|South Dakota State
game_54|Minnesota
game_55|Temple
game_56|Illinois
game_57|Missouri
game_58|Boise State/La Salle
game_59|Minnesota
game_60|Illinois
game_61|Missouri
game_62|Illinois
game_63|Missouri
name|Judah the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
