game_1|NC A&T/Liberty
game_2|Colorado State
game_3|New Mexico State
game_4|Oregon
game_5|Michigan State
game_6|Middle Tenn/St Marys
game_7|Cincinnati
game_8|Duke
game_9|Gonzaga
game_10|Pittsburgh
game_11|Boise State/La Salle
game_12|Ole Miss
game_13|Harvard
game_14|Belmont
game_15|Notre Dame
game_16|Ohio State
game_17|Kansas
game_18|North Carolina
game_19|Michigan
game_20|VCU
game_21|Northwestern State
game_22|Minnesota
game_23|Oklahoma
game_24|Georgetown
game_25|Indiana
game_26|NC State
game_27|Syracuse
game_28|California
game_29|Marquette
game_30|Bucknell
game_31|Colorado
game_32|Miami
game_33|Colorado State
game_34|New Mexico State
game_35|Middle Tenn/St Marys
game_36|Cincinnati
game_37|Gonzaga
game_38|Boise State/La Salle
game_39|Belmont
game_40|Ohio State
game_41|North Carolina
game_42|Michigan
game_43|Minnesota
game_44|Georgetown
game_45|NC State
game_46|Syracuse
game_47|Marquette
game_48|Miami
game_49|New Mexico State
game_50|Middle Tenn/St Marys
game_51|Gonzaga
game_52|Ohio State
game_53|North Carolina
game_54|Minnesota
game_55|NC State
game_56|Marquette
game_57|New Mexico State
game_58|Gonzaga
game_59|North Carolina
game_60|NC State
game_61|New Mexico State
game_62|North Carolina
game_63|New Mexico State
name|Brendan the Chimp
location|Neverland Ranch
candybar|Banana Moon Pie
alma_mater|Bonobo U
